Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
251230-40,2025-12-30,90000074812,SPECIĀLAIS PEDAGOGS,Izglītība / Zinātne,1175.000,1175.000,Nepilna slodze,"","",2026-01-30,"","1. maija iela 4, Pļaviņas, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437513421
251218-10,2025-12-18,90000074812,MĀSA/ vispārējās aprūpes MĀSA bērnu aprūpē,Izglītība / Zinātne,1031.000,1031.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Sprīdīša iela 3, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436891732
251218-7,2025-12-18,90000074812,REMONTSTRĀDNIEKS,Izglītība / Zinātne,780.000,780.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-13,"","Sprīdīša iela 3, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436887671
260106-149,2026-01-06,90000074812,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,1076.300,1076.300,Nepilna slodze,Normālais darba laiks,"",2026-02-28,"","Sprīdīša iela 3, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437877571
260112-17,2026-01-12,90000074812,AUDITORS,Valsts pārvalde,2002.000,2002.000,Viena vesela slodze,"","",2026-01-25,"","Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438431147
260107-122,2026-01-07,90009118031,SKOLAS DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Izglītība / Zinātne,1655.000,1655.000,Viena vesela slodze,"","",2026-02-06,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438036259
260107-126,2026-01-07,90009118031,MĀSA/ vispārējās aprūpes MĀSA,Izglītība / Zinātne,1308.000,1427.000,Viena vesela slodze,"","",2026-01-27,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438037726
260107-129,2026-01-07,90009118031,LIETVEDIS,Izglītība / Zinātne,910.000,910.000,Viena vesela slodze,"","",2026-01-27,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438040411
260117-20,2026-01-17,90009118031,TELPISKĀS ATTĪSTĪBAS PLĀNOTĀJS,Valsts pārvalde,1539.000,1539.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-06,"","Skolas iela 4B, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439160235
251216-94,2025-12-16,90009118031,TEHNISKAIS STRĀDNIEKS,Cita,868.000,868.000,"","","",2026-01-30,"","Stadiona iela 10, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436696597
251229-17,2025-12-29,90009118031,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,984.000,984.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-18,"","Lielupes iela 27, Kalnciems, Kalnciema pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437367016
251229-15,2025-12-29,90009118031,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1684.000,1684.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-18,"","Skolas iela 9, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437366583
251229-13,2025-12-29,90009118031,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,984.000,984.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-18,"","Skolas iela 9, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437365884
251229-12,2025-12-29,90009118031,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-18,"","Skolas iela 9, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437365602
251229-16,2025-12-29,90009118031,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,984.000,984.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-18,"","Lielupes iela 27, Kalnciems, Kalnciema pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437366892
260105-161,2026-01-05,90009118031,SOCIĀLAIS PEDAGOGS,Izglītība / Zinātne,1144.000,1144.000,Nepilna slodze,"","",2026-01-25,"","Zaļenieki, Zaļenieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437715566
260105-208,2026-01-05,90009118031,SĀKUMIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,"","",2026-01-25,"","Skolas iela 10, Tetele, Cenu pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437732074
260105-213,2026-01-05,90009118031,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1180.000,1180.000,Nepilna slodze,"","",2026-01-25,"","Skolas iela 10, Tetele, Cenu pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437735641
260105-211,2026-01-05,90009118031,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,900.000,900.000,Nepilna slodze,"","",2026-01-25,"","Skolas iela 10, Tetele, Cenu pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437734989
260107-134,2026-01-07,90009118031,SPECIĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,450.000,450.000,Nepilna slodze,"","",2026-01-27,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438042314
260107-131,2026-01-07,90009118031,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,450.000,450.000,Nepilna slodze,"","",2026-01-27,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438041092
260107-135,2026-01-07,90009118031,SPECIĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,765.000,765.000,Nepilna slodze,"","",2026-01-27,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438042886
260107-174,2026-01-07,90009118031,JURISTS,Jurisprudence / Tieslietas,2114.000,2114.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-28,"","Pasta iela 37, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438064064
260108-8,2026-01-08,90009118031,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1289.000,1289.000,Viena vesela slodze,"","",2026-01-28,"","Celtnieku iela 12, Āne, Cenu pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438099944
260107-184,2026-01-08,90009118031,AUTOMOBIĻA VADĪTĀJS,Cita,1066.000,1066.000,Viena vesela slodze,"","",2026-01-31,"","Pasta iela 37, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438072789
260112-21,2026-01-12,90009118031,AUDITORS,Valsts pārvalde,1700.000,1700.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-01,"","Jelgavas iela 4, Vircava, Vircavas pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438435209
260116-95,2026-01-16,90009118031,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,846.000,846.000,Viena vesela slodze,"",40,2026-01-31,"","Stadiona iela 2, Ozolnieki, Ozolnieku pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439094420
260115-85,2026-01-15,40003857687,TEHNISKAIS SPECIĀLISTS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1900.000,Viena vesela slodze,"","",2026-01-25,"","Stigu iela 8, Rīga, Augļu iela 2, Sigulda, Priežu iela 3, Ogre, Gaismas iela 3A, Ķekava, Elektrības iela 10, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/438937705
260106-162,2026-01-06,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,2300.000,Viena vesela slodze,"","",2026-02-05,"","Juglaslīči, Līči, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437883655
260115-76,2026-01-15,40003857687,ELEKTROTEHNIĶIS,Elektronika / Enerģētika / Elektroenerģija,1350.000,1520.000,Viena vesela slodze,"","",2026-01-25,"","Šmerļa iela 1, Rīga, ""Juglaslīči"", Līči, Gaismas iela 3A, Ķekava vai Emīlijas iela 14, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/438934208
260105-176,2026-01-05,90009249189,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,824.000,824.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-02,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437721895
260105-179,2026-01-05,90009249189,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,"","",2026-02-02,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437722231
260105-183,2026-01-05,90009249189,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,705.000,705.000,Nepilna slodze,"","",2026-02-02,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437722930
260105-181,2026-01-05,90009249189,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,"","",2026-02-02,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437722523
251212-78,2025-12-12,50900021891,PAŠVALDĪBAS IESTĀDES VADĪTĀJA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Kultūra / Māksla,1550.000,1550.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Brīvības iela 36, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436447983
260108-1,2026-01-08,90000063880,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-30,"","Vīdales iela 17, Dundaga, Dundagas pag., Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438091672
250922-123,2025-09-22,90000063880,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,771.000,771.000,Nepilna slodze,Nepilnais darba laiks,20,2026-01-31,"","Aprūpes centrs, Veģi, Abavas pag., Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427466241
260112-31,2026-01-12,90000063880,PAVĀRS,Ēdināšana / Pārtikas rūpniecība,785.000,1109.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-31,"","Saulrieti, Gudenieki, Gudenieku pag., Kuldīgas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438445941
251208-118,2025-12-08,90001259776,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Vadība / Administrēšana,1607.000,3292.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-20,"","Dzintara iela 63, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/435934449
260106-261,2026-01-06,90001259776,GRĀMATVEDIS (CETURTĀ LĪMEŅA KVALIFIKĀCIJA),Vadība / Administrēšana,1422.000,1422.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-21,"","Vienības gatve 56, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437926411
260113-28,2026-01-13,50003356621,SĒTNIEKS,Pakalpojumi,840.000,840.000,"","","",2026-01-23,"","Andreja Pormaļa iela 125, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438597479
251105-149,2025-12-19,50003356621,UROLOGS,Veselības aprūpe / Sociālā aprūpe,3000.000,5000.000,"","","",2026-01-31,"","Andreja Pormaļa iela 125, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/432803154
260112-60,2026-01-12,90000043403,"INTERNĀTA, DIENESTA VIESNĪCAS SKOLOTĀJS",Valsts pārvalde,936.000,985.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-22,"","Ausekļa iela 25B, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438475642
260107-42,2026-01-07,90000043403,IEKŠĒJAIS AUDITORS,Valsts pārvalde,1746.000,1851.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-30,"","Lāčplēša iela 2, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437978205
260117-29,2026-01-17,90000043403,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,2084.850,2084.850,Viena vesela slodze,Normālais darba laiks,"",2026-02-06,"","Pāvila Rozīša iela 40A, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439179395
260116-32,2026-01-16,90000043403,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,Nepilna slodze,Nepilnais darba laiks,"",2026-01-26,"","Pulkveža Zemitāna iela 5, Strenči, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439036404
260113-52,2026-01-13,90000043403,INFORMĀCIJAS SISTĒMAS DROŠĪBAS PĀRVALDNIEKS,Informācijas tehnoloģijas / Telekomunikācijas,2174.000,2880.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-30,"","Lāčplēša iela 2, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438626869
260113-56,2026-01-13,90000043403,BĀRIŅTIESAS LOCEKLIS,Valsts pārvalde,1195.000,1258.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"","Alejas iela 8, Kocēni, Kocēnu pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438628080
260113-54,2026-01-13,90000043403,PAŠVALDĪBAS IESTĀDES VADĪTĀJA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Valsts pārvalde,1746.000,1851.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"","Lāčplēša iela 2, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438627576
260113-51,2026-01-13,90000043403,INFORMĀCIJAS TEHNOLOĢIJU STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS,Informācijas tehnoloģijas / Telekomunikācijas,2174.000,2650.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-23,"","Lāčplēša iela 2, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438626318
251223-82,2025-12-23,90000043403,VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS /IZPILDDIREKTORS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1672.000,1672.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Pārgaujas iela 11A, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437311775
260106-230,2026-01-06,90000043403,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,999.000,1052.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-19,"","Purva iela 12A, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437915103
260106-228,2026-01-06,90000043403,PAŠVALDĪBAS POLICIJAS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,999.000,1052.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-19,"","Purva iela 12A, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437913204
260107-89,2026-01-07,90000043403,APKOPĒJS,Valsts pārvalde,780.000,780.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-19,"","Rīgas iela 10, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438006764
260116-36,2026-01-16,90000043403,INTEREŠU IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,181.730,181.730,Nepilna slodze,Nepilnais darba laiks,"",2026-01-28,"","Raiņa iela 3, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439037458
260116-41,2026-01-16,90000043403,SPECIĀLAIS PEDAGOGS,Izglītība / Zinātne,423.000,423.000,Nepilna slodze,Nepilnais darba laiks,"",2026-01-29,"","Rīgas iela 8B, Strenči, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439038980
260116-38,2026-01-16,90000043403,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,780.000,810.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-28,"","Rūpniecības iela 29, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439038337
260105-283,2026-01-06,90000042944,PROJEKTA VADĪTĀJS,Vadība / Administrēšana,1650.000,1650.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-21,"","Citadeles iela 6A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437765331
260113-177,2026-01-13,40900030036,MĀSA/ vispārējās aprūpes MĀSA,Izglītība / Zinātne,550.000,550.000,Nepilna slodze,Nepilnais darba laiks,20,2026-02-02,"","Muzeja iela 10, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/438696507
251219-93,2026-01-09,40900016047,TIESAS KONSULTANTS,Jurisprudence / Tieslietas,1148.000,1219.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-20,"","Brīvības iela 44, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437080431
251204-61,2025-12-04,40900039463,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1540.000,1540.000,Viena vesela slodze,Normālais darba laiks,"",2026-03-03,"","Valmieras iela 5, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/435525990
251127-12,2025-11-27,40900039463,SPECIĀLAIS PEDAGOGS,Izglītība / Zinātne,587.000,587.000,Nepilna slodze,Nepilnais darba laiks,"",2026-01-26,"","Valmieras iela 5, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/434718128
251229-78,2025-12-29,40003220000,APKOPĒJS,Veselības aprūpe / Sociālā aprūpe,780.000,780.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-18,"","Vienības prospekts 19/21, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437428844
260107-10,2026-01-07,90000054163,VECĀKAIS REFERENTS,Valsts pārvalde,1260.000,1360.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-21,"","Daugavpils iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437939834
251121-71,2025-11-21,40900009736,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,845.000,845.000,Viena vesela slodze,Normālais darba laiks,40,2026-12-03,"","Jelgavas iela 86A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/434256482
260112-168,2026-01-12,40900009736,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1096.000,1566.000,Viena vesela slodze,Maiņu darbs,10,2026-02-28,"","Jelgavas iela 86A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438561775
251202-51,2025-12-02,90009620223,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1210.000,1210.000,Viena vesela slodze,"","",2026-05-29,"","Jaunceltnes iela 21, Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435198382
251111-28,2025-11-11,90001282471,SKAŅU OPERATORS,Kultūra / Māksla,942.000,942.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Krišjāņa Barona iela 6, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/433377729
251111-29,2025-11-11,90001282471,TEHNISKAIS SPECIĀLISTS,Pakalpojumi,6.190,6.190,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Krišjāņa Barona iela 6, Jelgava",https://cvvp.nva.gov.lv/#/pub/vakances/433377935
260113-206,2026-01-14,90009114631,IEPIRKUMU SPECIĀLISTS,Valsts pārvalde,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-26,"","Rīgas iela 16, Limbaži, Limbažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438706338
260115-103,2026-01-15,90009114631,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (KULTŪRAS JOMĀ),Kultūra / Māksla,450.000,450.000,Nepilna slodze,Nepilnais darba laiks,20,2026-01-25,"","Lādes Vītoli, Lāde, Limbažu pag., Limbažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438964460
251230-63,2026-01-17,90009114631,AUTOBUSA VADĪTĀJS,Cita,7.000,7.000,"",Summētais darba laiks,"",2026-01-19,"","Gravas, Vidrižu pag., Limbažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437541058
251230-65,2025-12-30,90009114631,SKOLĒNU PAVADONIS,Cita,390.000,390.000,Nepilna slodze,Nepilnais darba laiks,20,2026-01-19,"","Pagastmāja, Mandegas, Skultes pag., Limbažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437541663
260112-91,2026-01-12,90009114631,VECĀKAIS KONSULTANTS,Tirdzniecība / Mārketings,1080.000,1080.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-26,"","Limbaži, Limbažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438504385
260112-29,2026-01-12,40900026399,MEHATRONIĶIS,Cita,1459.000,1653.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Roņu iela 2, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/438443360
260115-20,2026-01-15,40900040015,SKAŅU OPERATORS,Kultūra / Māksla,704.000,704.000,Nepilna slodze,"","",2026-01-30,"","Maltas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438892877
260115-25,2026-01-15,40900040015,BIBLIOTEKĀRS,Kultūra / Māksla,620.000,620.000,Nepilna slodze,Normālais darba laiks,"",2026-01-30,"","Saules iela 4, Gornica, Silmalas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438895657
260106-50,2026-01-06,40900038627,JURISTS,Jurisprudence / Tieslietas,1367.000,1367.000,Viena vesela slodze,Normālais darba laiks,1,2026-01-20,"","Liepu aleja 1, Audriņi, Audriņu pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437804143
260106-166,2026-01-06,40003273900,AUDIOLOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,1720.000,1885.000,"",Normālais darba laiks,"",2026-01-23,"","Asaru prospekts 61, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437887510
251128-49,2025-11-28,40003273900,Klīniskais un veselības PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,1665.000,1820.000,Viena vesela slodze,"","",2026-01-30,"","Asaru prospekts 61, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/434900607
260105-197,2026-01-05,40003273900,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1885.000,1885.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-18,"","Asaru prospekts 61, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/437726465
260115-22,2026-01-15,90009067337,Mākslinieciskais VADĪTĀJS,Kultūra / Māksla,1109.000,1280.000,Viena vesela slodze,"","",2026-01-30,"","Gaujas iela 1, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438893643
260114-132,2026-01-14,90009067337,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1056.000,1056.000,Viena vesela slodze,"","",2026-02-23,"","Bitītes, Trapene, Trapenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438828109
260115-140,2026-01-15,90000077325,VALDES LOCEKLIS,Vadība / Administrēšana,3000.000,3000.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-13,"","Liepājas iela 21, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/438987774
260106-195,2026-01-06,90000056893,PSIHOLOGS,Veselības aprūpe / Sociālā aprūpe,1510.000,1797.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-28,"","Kadaga, Ādažu pag., Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437902546
260114-76,2026-01-14,90000056893,IEPIRKUMU SPECIĀLISTS,Valsts pārvalde,1176.000,1458.000,"",Normālais darba laiks,"",2026-02-13,"","Kadaga, Ādažu pag., Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438778289
